timestamp_ns,event_index,side,price,quantity,level
34237295489481,800,ASK,5859900,115,7
34237295489481,800,BID,5853600,125,7
34237295489481,800,ASK,5860000,960,8
34237295489481,800,BID,5853000,230,8
34237295489481,800,ASK,5861000,200,9
34237295489481,800,BID,5851000,5,9
34237295489481,800,ASK,5865000,58,10
34237295489481,800,BID,5850500,1,10
34245694773331,900,ASK,5855200,300,1
34245694773331,900,BID,5853200,119,1
34245694773331,900,ASK,5858000,200,2
34245694773331,900,BID,5853000,31,2
34245694773331,900,ASK,5858100,300,3
34245694773331,900,BID,5851500,300,3
34245694773331,900,ASK,5859300,59,4
34245694773331,900,BID,5851000,5,4
34245694773331,900,ASK,5859800,5,5
34245694773331,900,BID,5850500,1,5
34245694773331,900,ASK,5859900,115,6
34245694773331,900,BID,5850400,2,6
34245694773331,900,ASK,5860000,960,7
34245694773331,900,BID,5850100,89,7
34245694773331,900,ASK,5860300,100,8
34245694773331,900,BID,5850000,4997,8
34245694773331,900,ASK,5861000,200,9
34245694773331,900,BID,5849900,2,9
34245694773331,900,ASK,5865000,58,10
34245694773331,900,BID,5849700,5,10
34249086405902,1000,ASK,5857100,100,1
34249086405902,1000,BID,5853500,18,1
34249086405902,1000,ASK,5857200,100,2
34249086405902,1000,BID,5853400,18,2
34249086405902,1000,ASK,5858000,200,3
34249086405902,1000,BID,5853200,100,3
34249086405902,1000,ASK,5858100,300,4
34249086405902,1000,BID,5851500,300,4
34249086405902,1000,ASK,5858500,100,5
34249086405902,1000,BID,5851400,100,5
34249086405902,1000,ASK,5859300,59,6
34249086405902,1000,BID,5851000,5,6
34249086405902,1000,ASK,5859800,5,7
34249086405902,1000,BID,5850500,1,7
34249086405902,1000,ASK,5859900,115,8
34249086405902,1000,BID,5850400,2,8
34249086405902,1000,ASK,5860000,960,9
34249086405902,1000,BID,5850100,89,9
34249086405902,1000,ASK,5860300,100,10
34249086405902,1000,BID,5850000,4997,10
34253687804373,1100,ASK,5856800,100,1
34253687804373,1100,BID,5853600,18,1
34253687804373,1100,ASK,5857400,12,2
34253687804373,1100,BID,5853300,18,2
34253687804373,1100,ASK,5857600,18,3
34253687804373,1100,BID,5853200,300,3
34253687804373,1100,ASK,5857700,36,4
34253687804373,1100,BID,5852300,100,4
34253687804373,1100,ASK,5858000,200,5
34253687804373,1100,BID,5851400,100,5
34253687804373,1100,ASK,5858100,300,6
34253687804373,1100,BID,5851000,305,6
34253687804373,1100,ASK,5858500,100,7
34253687804373,1100,BID,5850500,1,7
34253687804373,1100,ASK,5859300,59,8
34253687804373,1100,BID,5850400,2,8
34253687804373,1100,ASK,5859800,5,9
34253687804373,1100,BID,5850100,89,9
34253687804373,1100,ASK,5859900,115,10
34253687804373,1100,BID,5850000,4997,10
34259575378773,1200,ASK,5856200,18,1
34259575378773,1200,BID,5853300,6,1
34259575378773,1200,ASK,5856300,18,2
34259575378773,1200,BID,5853200,300,2
34259575378773,1200,ASK,5856400,18,3
34259575378773,1200,BID,5852300,100,3
34259575378773,1200,ASK,5856500,992,4
34259575378773,1200,BID,5852000,200,4
34259575378773,1200,ASK,5857200,100,5
34259575378773,1200,BID,5851000,305,5
34259575378773,1200,ASK,5858000,200,6
34259575378773,1200,BID,5850500,101,6
34259575378773,1200,ASK,5858100,300,7
34259575378773,1200,BID,5850400,2,7
34259575378773,1200,ASK,5858500,100,8
34259575378773,1200,BID,5850100,89,8
34259575378773,1200,ASK,5859300,59,9
34259575378773,1200,BID,5850000,5047,9
34259575378773,1200,ASK,5859800,5,10
34259575378773,1200,BID,5849900,2,10
34260940045704,1300,ASK,5856000,18,1
34260940045704,1300,BID,5853500,18,1
34260940045704,1300,ASK,5856100,16,2
34260940045704,1300,BID,5853400,18,2
34260940045704,1300,ASK,5856300,100,3
34260940045704,1300,BID,5853200,318,3
34260940045704,1300,ASK,5856500,980,4
34260940045704,1300,BID,5852300,100,4
34260940045704,1300,ASK,5857200,100,5
34260940045704,1300,BID,5852000,200,5
34260940045704,1300,ASK,5858000,200,6
34260940045704,1300,BID,5851000,305,6
34260940045704,1300,ASK,5858100,300,7
34260940045704,1300,BID,5850500,101,7
34260940045704,1300,ASK,5858500,100,8
34260940045704,1300,BID,5850400,2,8
34260940045704,1300,ASK,5859300,59,9
34260940045704,1300,BID,5850100,89,9
34260940045704,1300,ASK,5859800,5,10
34260940045704,1300,BID,5850000,5097,10
34264211857864,1400,ASK,5856300,100,1
34264211857864,1400,BID,5855900,35,1
34264211857864,1400,ASK,5856500,1080,2
34264211857864,1400,BID,5853200,300,2
34264211857864,1400,ASK,5856700,100,3
34264211857864,1400,BID,5852300,100,3
34264211857864,1400,ASK,5858000,200,4
34264211857864,1400,BID,5852100,100,4
34264211857864,1400,ASK,5858100,200,5
34264211857864,1400,BID,5852000,200,5
34264211857864,1400,ASK,5858500,100,6
34264211857864,1400,BID,5851000,305,6
34264211857864,1400,ASK,5859300,59,7
34264211857864,1400,BID,5850500,101,7
34264211857864,1400,ASK,5859800,5,8
34264211857864,1400,BID,5850400,2,8
34264211857864,1400,ASK,5859900,15,9
34264211857864,1400,BID,5850100,589,9
34264211857864,1400,ASK,5860000,960,10
34264211857864,1400,BID,5850000,5071,10
34270233933883,1500,ASK,5856500,980,1
34270233933883,1500,BID,5853100,100,1
34270233933883,1500,ASK,5856600,200,2
34270233933883,1500,BID,5852300,100,2
34270233933883,1500,ASK,5857800,100,3
34270233933883,1500,BID,5852000,200,3
34270233933883,1500,ASK,5858000,200,4
34270233933883,1500,BID,5851800,100,4
34270233933883,1500,ASK,5858100,200,5
34270233933883,1500,BID,5851000,305,5
34270233933883,1500,ASK,5858500,100,6
34270233933883,1500,BID,5850500,101,6
34270233933883,1500,ASK,5859000,500,7
34270233933883,1500,BID,5850400,2,7
34270233933883,1500,ASK,5859300,59,8
34270233933883,1500,BID,5850100,500,8
34270233933883,1500,ASK,5859800,5,9
34270233933883,1500,BID,5850000,5071,9
34270233933883,1500,ASK,5859900,15,10
34270233933883,1500,BID,5849900,2,10
34277788580618,1600,ASK,5856400,300,1
34277788580618,1600,BID,5854000,18,1
34277788580618,1600,ASK,5856500,1080,2
34277788580618,1600,BID,5853900,218,2
34277788580618,1600,ASK,5857700,200,3
34277788580618,1600,BID,5852400,100,3
34277788580618,1600,ASK,5857800,100,4
34277788580618,1600,BID,5852200,200,4
34277788580618,1600,ASK,5858000,200,5
34277788580618,1600,BID,5852000,200,5
34277788580618,1600,ASK,5858100,200,6
34277788580618,1600,BID,5851000,305,6
34277788580618,1600,ASK,5858500,100,7
34277788580618,1600,BID,5850500,101,7
34277788580618,1600,ASK,5859000,500,8
34277788580618,1600,BID,5850400,2,8
34277788580618,1600,ASK,5859300,59,9
34277788580618,1600,BID,5850100,500,9
34277788580618,1600,ASK,5859800,5,10
34277788580618,1600,BID,5850000,5071,10
34281351223088,1700,ASK,5856300,100,1
34281351223088,1700,BID,5854600,100,1
34281351223088,1700,ASK,5856500,1080,2
34281351223088,1700,BID,5854500,100,2
34281351223088,1700,ASK,5857800,100,3
34281351223088,1700,BID,5854400,18,3
34281351223088,1700,ASK,5858000,200,4
34281351223088,1700,BID,5854300,168,4
34281351223088,1700,ASK,5858100,200,5
34281351223088,1700,BID,5853400,200,5
34281351223088,1700,ASK,5858500,100,6
34281351223088,1700,BID,5852400,100,6
34281351223088,1700,ASK,5859000,500,7
34281351223088,1700,BID,5852200,200,7
34281351223088,1700,ASK,5859300,59,8
34281351223088,1700,BID,5852000,200,8
34281351223088,1700,ASK,5859800,5,9
34281351223088,1700,BID,5851000,305,9
34281351223088,1700,ASK,5859900,15,10
34281351223088,1700,BID,5850500,101,10
34284644820898,1800,ASK,5855600,200,1
34284644820898,1800,BID,5852700,18,1
34284644820898,1800,ASK,5855900,100,2
34284644820898,1800,BID,5852400,300,2
34284644820898,1800,ASK,5856500,980,3
34284644820898,1800,BID,5852200,200,3
34284644820898,1800,ASK,5856700,200,4
34284644820898,1800,BID,5852000,200,4
34284644820898,1800,ASK,5857800,100,5
34284644820898,1800,BID,5851000,305,5
34284644820898,1800,ASK,5858000,200,6
34284644820898,1800,BID,5850500,101,6
34284644820898,1800,ASK,5858100,200,7
34284644820898,1800,BID,5850100,500,7
34284644820898,1800,ASK,5858500,100,8
34284644820898,1800,BID,5850000,4971,8
34284644820898,1800,ASK,5859000,500,9
34284644820898,1800,BID,5849900,2,9
34284644820898,1800,ASK,5859300,59,10
34284644820898,1800,BID,5849700,5,10
34286966554224,1900,ASK,5854100,250,1
34286966554224,1900,BID,5853100,100,1
34286966554224,1900,ASK,5854800,100,2
34286966554224,1900,BID,5852200,200,2
34286966554224,1900,ASK,5856200,200,3
34286966554224,1900,BID,5852000,200,3
34286966554224,1900,ASK,5856500,980,4
34286966554224,1900,BID,5851900,200,4
34286966554224,1900,ASK,5857800,100,5
34286966554224,1900,BID,5851000,305,5
34286966554224,1900,ASK,5858000,200,6
34286966554224,1900,BID,5850500,101,6
34286966554224,1900,ASK,5858100,200,7
34286966554224,1900,BID,5850400,35,7
34286966554224,1900,ASK,5858500,100,8
34286966554224,1900,BID,5850100,500,8
34286966554224,1900,ASK,5859000,500,9
34286966554224,1900,BID,5850000,4971,9
34286966554224,1900,ASK,5859300,59,10
34286966554224,1900,BID,5849900,2,10
34287853139570,2000,ASK,5854800,18,1
34287853139570,2000,BID,5850500,101,1
34287853139570,2000,ASK,5854900,18,2
34287853139570,2000,BID,5850400,35,2
34287853139570,2000,ASK,5855000,18,3
34287853139570,2000,BID,5850100,500,3
34287853139570,2000,ASK,5855100,118,4
34287853139570,2000,BID,5850000,4971,4
34287853139570,2000,ASK,5855200,100,5
34287853139570,2000,BID,5849900,202,5
34287853139570,2000,ASK,5855400,100,6
34287853139570,2000,BID,5849700,5,6
34287853139570,2000,ASK,5856500,980,7
34287853139570,2000,BID,5849500,50,7
34287853139570,2000,ASK,5858000,200,8
34287853139570,2000,BID,5849300,300,8
34287853139570,2000,ASK,5858100,200,9
34287853139570,2000,BID,5849000,50,9
34287853139570,2000,ASK,5858500,100,10
34287853139570,2000,BID,5848000,20,10
34288725218205,2100,ASK,5850200,100,1
34288725218205,2100,BID,5850000,210,1
34288725218205,2100,ASK,5850400,300,2
34288725218205,2100,BID,5849900,2,2
34288725218205,2100,ASK,5851000,20,3
34288725218205,2100,BID,5849700,5,3
34288725218205,2100,ASK,5851200,100,4
34288725218205,2100,BID,5849500,50,4
34288725218205,2100,ASK,5855400,100,5
34288725218205,2100,BID,5849300,300,5
34288725218205,2100,ASK,5856500,980,6
34288725218205,2100,BID,5849000,50,6
34288725218205,2100,ASK,5857800,100,7
34288725218205,2100,BID,5848000,20,7
34288725218205,2100,ASK,5858000,200,8
34288725218205,2100,BID,5846900,10,8
34288725218205,2100,ASK,5858100,200,9
34288725218205,2100,BID,5846700,100,9
34288725218205,2100,ASK,5858500,100,10
34288725218205,2100,BID,5846500,300,10
34291747577457,2200,ASK,5849000,100,1
34291747577457,2200,BID,5846500,27,1
34291747577457,2200,ASK,5850200,20,2
34291747577457,2200,BID,5846300,5,2
34291747577457,2200,ASK,5851300,100,3
34291747577457,2200,BID,5846200,5,3
34291747577457,2200,ASK,5855000,50,4
34291747577457,2200,BID,5846100,5,4
34291747577457,2200,ASK,5856400,100,5
34291747577457,2200,BID,5846000,5,5
34291747577457,2200,ASK,5856500,980,6
34291747577457,2200,BID,5845900,5,6
34291747577457,2200,ASK,5857800,100,7
34291747577457,2200,BID,5845800,5,7
34291747577457,2200,ASK,5858000,200,8
34291747577457,2200,BID,5845700,5,8
34291747577457,2200,ASK,5858100,200,9
34291747577457,2200,BID,5845600,5,9
34291747577457,2200,ASK,5858200,100,10
34291747577457,2200,BID,5845300,300,10
34305107312354,2300,ASK,5850400,100,1
34305107312354,2300,BID,5846000,5,1
34305107312354,2300,ASK,5850500,156,2
34305107312354,2300,BID,5845900,5,2
34305107312354,2300,ASK,5851100,100,3
34305107312354,2300,BID,5845800,5,3
34305107312354,2300,ASK,5854000,50,4
34305107312354,2300,BID,5845700,130,4
34305107312354,2300,ASK,5854400,100,5
34305107312354,2300,BID,5845600,105,5
34305107312354,2300,ASK,5854800,100,6
34305107312354,2300,BID,5845500,100,6
34305107312354,2300,ASK,5855000,50,7
34305107312354,2300,BID,5845300,300,7
34305107312354,2300,ASK,5855500,100,8
34305107312354,2300,BID,5845000,100,8
34305107312354,2300,ASK,5856400,980,9
34305107312354,2300,BID,5844900,2,9
34305107312354,2300,ASK,5858500,120,10
34305107312354,2300,BID,5843800,254,10
34306817531622,2400,ASK,5854000,50,1
34306817531622,2400,BID,5846700,120,1
34306817531622,2400,ASK,5854400,100,2
34306817531622,2400,BID,5846000,5,2
34306817531622,2400,ASK,5854500,18,3
34306817531622,2400,BID,5845900,5,3
34306817531622,2400,ASK,5854700,18,4
34306817531622,2400,BID,5845800,5,4
34306817531622,2400,ASK,5854800,118,5
34306817531622,2400,BID,5845700,130,5
34306817531622,2400,ASK,5855000,50,6
34306817531622,2400,BID,5845600,105,6
34306817531622,2400,ASK,5855500,100,7
34306817531622,2400,BID,5845500,100,7
34306817531622,2400,ASK,5856400,980,8
34306817531622,2400,BID,5845300,300,8
34306817531622,2400,ASK,5858500,120,9
34306817531622,2400,BID,5845000,100,9
34306817531622,2400,ASK,5859000,500,10
34306817531622,2400,BID,5844900,2,10
34310116866805,2500,ASK,5853100,1,1
34310116866805,2500,BID,5848800,100,1
34310116866805,2500,ASK,5853200,18,2
34310116866805,2500,BID,5846700,20,2
34310116866805,2500,ASK,5853300,18,3
34310116866805,2500,BID,5846000,5,3
34310116866805,2500,ASK,5853700,18,4
34310116866805,2500,BID,5845900,5,4
34310116866805,2500,ASK,5853800,18,5
34310116866805,2500,BID,5845800,5,5
34310116866805,2500,ASK,5854000,50,6
34310116866805,2500,BID,5845700,130,6
34310116866805,2500,ASK,5854200,100,7
34310116866805,2500,BID,5845600,105,7
34310116866805,2500,ASK,5854400,100,8
34310116866805,2500,BID,5845500,100,8
34310116866805,2500,ASK,5854800,100,9
34310116866805,2500,BID,5845300,300,9
34310116866805,2500,ASK,5855000,50,10
34310116866805,2500,BID,5845000,100,10
34311552650248,2600,ASK,5850300,1,1
34311552650248,2600,BID,5846700,20,1
34311552650248,2600,ASK,5850400,100,2
34311552650248,2600,BID,5846000,5,2
34311552650248,2600,ASK,5854000,50,3
34311552650248,2600,BID,5845900,5,3
34311552650248,2600,ASK,5854200,100,4
34311552650248,2600,BID,5845800,5,4
34311552650248,2600,ASK,5854400,100,5
34311552650248,2600,BID,5845700,130,5
34311552650248,2600,ASK,5854800,100,6
34311552650248,2600,BID,5845600,105,6
34311552650248,2600,ASK,5855000,50,7
34311552650248,2600,BID,5845500,100,7
34311552650248,2600,ASK,5855500,100,8
34311552650248,2600,BID,5845300,300,8
34311552650248,2600,ASK,5856400,980,9
34311552650248,2600,BID,5845000,100,9
34311552650248,2600,ASK,5858500,120,10
34311552650248,2600,BID,5844900,2,10
34313023447132,2700,ASK,5852300,18,1
34313023447132,2700,BID,5848500,100,1
34313023447132,2700,ASK,5852400,1,2
34313023447132,2700,BID,5846700,20,2
34313023447132,2700,ASK,5852500,100,3
34313023447132,2700,BID,5846000,5,3
34313023447132,2700,ASK,5854000,150,4
34313023447132,2700,BID,5845900,5,4
34313023447132,2700,ASK,5854200,100,5
34313023447132,2700,BID,5845800,5,5
34313023447132,2700,ASK,5854400,100,6
34313023447132,2700,BID,5845700,130,6
34313023447132,2700,ASK,5854800,100,7
34313023447132,2700,BID,5845600,105,7
34313023447132,2700,ASK,5855000,50,8
34313023447132,2700,BID,5845500,100,8
34313023447132,2700,ASK,5856400,980,9
34313023447132,2700,BID,5845300,300,9
34313023447132,2700,ASK,5858500,120,10
34313023447132,2700,BID,5845000,100,10
34315688947082,2800,ASK,5852700,100,1
34315688947082,2800,BID,5848500,100,1
34315688947082,2800,ASK,5854000,150,2
34315688947082,2800,BID,5846700,120,2
34315688947082,2800,ASK,5854400,100,3
34315688947082,2800,BID,5846000,5,3
34315688947082,2800,ASK,5854800,100,4
34315688947082,2800,BID,5845900,5,4
34315688947082,2800,ASK,5855000,50,5
34315688947082,2800,BID,5845800,5,5
34315688947082,2800,ASK,5856400,980,6
34315688947082,2800,BID,5845700,130,6
34315688947082,2800,ASK,5858500,120,7
34315688947082,2800,BID,5845600,205,7
34315688947082,2800,ASK,5859000,500,8
34315688947082,2800,BID,5845500,100,8
34315688947082,2800,ASK,5859300,59,9
34315688947082,2800,BID,5845300,300,9
34315688947082,2800,ASK,5859800,5,10
34315688947082,2800,BID,5845000,100,10
34324662168056,2900,ASK,5853000,200,1
34324662168056,2900,BID,5850400,100,1
34324662168056,2900,ASK,5854000,50,2
34324662168056,2900,BID,5850300,100,2
34324662168056,2900,ASK,5854400,100,3
34324662168056,2900,BID,5848800,300,3
34324662168056,2900,ASK,5854800,100,4
34324662168056,2900,BID,5848500,100,4
34324662168056,2900,ASK,5855000,100,5
34324662168056,2900,BID,5848200,300,5
34324662168056,2900,ASK,5856400,980,6
34324662168056,2900,BID,5846900,100,6
34324662168056,2900,ASK,5858500,120,7
34324662168056,2900,BID,5846700,20,7
34324662168056,2900,ASK,5858600,50,8
34324662168056,2900,BID,5846000,5,8
34324662168056,2900,ASK,5859000,500,9
34324662168056,2900,BID,5845900,5,9
34324662168056,2900,ASK,5859300,59,10
34324662168056,2900,BID,5845800,5,10
34330604857516,3000,ASK,5854400,100,1
34330604857516,3000,BID,5851700,100,1
34330604857516,3000,ASK,5854800,100,2
34330604857516,3000,BID,5850400,100,2
34330604857516,3000,ASK,5855000,100,3
34330604857516,3000,BID,5848800,300,3
34330604857516,3000,ASK,5855400,100,4
34330604857516,3000,BID,5848500,100,4
34330604857516,3000,ASK,5856400,980,5
34330604857516,3000,BID,5848300,100,5
34330604857516,3000,ASK,5858500,120,6
34330604857516,3000,BID,5848200,300,6
34330604857516,3000,ASK,5858600,50,7
34330604857516,3000,BID,5846900,100,7
34330604857516,3000,ASK,5859000,500,8
34330604857516,3000,BID,5846700,20,8
34330604857516,3000,ASK,5859300,59,9
34330604857516,3000,BID,5846000,5,9
34330604857516,3000,ASK,5859800,5,10
34330604857516,3000,BID,5845900,5,10
34344932862144,3100,ASK,5852200,100,1
34344932862144,3100,BID,5848500,26,1
34344932862144,3100,ASK,5853300,100,2
34344932862144,3100,BID,5848200,300,2
34344932862144,3100,ASK,5854400,100,3
34344932862144,3100,BID,5848000,198,3
34344932862144,3100,ASK,5854700,100,4
34344932862144,3100,BID,5847900,100,4
34344932862144,3100,ASK,5855000,100,5
34344932862144,3100,BID,5846900,100,5
34344932862144,3100,ASK,5856400,980,6
34344932862144,3100,BID,5846100,63,6
34344932862144,3100,ASK,5858500,120,7
34344932862144,3100,BID,5846000,5,7
34344932862144,3100,ASK,5858600,50,8
34344932862144,3100,BID,5845900,5,8
34344932862144,3100,ASK,5859300,59,9
34344932862144,3100,BID,5845800,5,9
34344932862144,3100,ASK,5859800,5,10
34344932862144,3100,BID,5845700,5,10
34349021161137,3200,ASK,5852100,1,1
34349021161137,3200,BID,5848500,26,1
34349021161137,3200,ASK,5852200,200,2
34349021161137,3200,BID,5848200,300,2
34349021161137,3200,ASK,5854400,100,3
34349021161137,3200,BID,5848000,98,3
34349021161137,3200,ASK,5854700,100,4
34349021161137,3200,BID,5847900,100,4
34349021161137,3200,ASK,5855000,100,5
34349021161137,3200,BID,5847200,200,5
34349021161137,3200,ASK,5856400,980,6
34349021161137,3200,BID,5846900,100,6
34349021161137,3200,ASK,5858000,200,7
34349021161137,3200,BID,5846100,63,7
34349021161137,3200,ASK,5858200,100,8
34349021161137,3200,BID,5846000,5,8
34349021161137,3200,ASK,5858500,120,9
34349021161137,3200,BID,5845900,5,9
34349021161137,3200,ASK,5858600,50,10
34349021161137,3200,BID,5845800,5,10
34364417679853,3300,ASK,5851200,1,1
34364417679853,3300,BID,5849600,100,1
34364417679853,3300,ASK,5851300,200,2
34364417679853,3300,BID,5848100,98,2
34364417679853,3300,ASK,5852000,100,3
34364417679853,3300,BID,5848000,20,3
34364417679853,3300,ASK,5854400,100,4
34364417679853,3300,BID,5847400,200,4
34364417679853,3300,ASK,5854700,100,5
34364417679853,3300,BID,5846900,100,5
34364417679853,3300,ASK,5855000,100,6
34364417679853,3300,BID,5846400,300,6
34364417679853,3300,ASK,5856400,980,7
34364417679853,3300,BID,5846100,263,7
34364417679853,3300,ASK,5856500,200,8
34364417679853,3300,BID,5846000,5,8
34364417679853,3300,ASK,5858000,300,9
34364417679853,3300,BID,5845900,5,9
34364417679853,3300,ASK,5858200,100,10
34364417679853,3300,BID,5845800,5,10
34375004256575,3400,ASK,5850900,58,1
34375004256575,3400,BID,5850200,100,1
34375004256575,3400,ASK,5852000,100,2
34375004256575,3400,BID,5850100,137,2
34375004256575,3400,ASK,5852700,100,3
34375004256575,3400,BID,5850000,158,3
34375004256575,3400,ASK,5854400,100,4
34375004256575,3400,BID,5849600,274,4
34375004256575,3400,ASK,5855000,50,5
